HCPL,HPL,HPV,HVOL,LLOC,LOC,NOS,TLLOC,TLOC,TNOS,Number of Bugs
33.2842,14,12,50.1895,4,4,1,4,4,1,1
33.2842,14,12,50.1895,3,3,1,3,3,1,0
35.2193,13,12,46.6045,4,4,1,4,4,1,0
35.2193,15,12,53.7744,4,4,1,10,11,3,1
35.2193,17,12,60.9444,4,4,1,12,13,4,0
35.6096,13,13,48.1057,4,4,1,4,4,1,1
36.5293,17,13,62.9075,4,4,1,4,4,1,0
37.9742,18,13,66.6079,5,5,2,14,15,4,0
37.9742,14,13,51.8062,4,4,1,4,4,1,0
37.9742,14,13,51.8062,4,4,1,4,4,1,0
37.9742,14,13,51.8062,4,4,1,4,4,1,0
37.9742,14,13,51.8062,4,4,1,4,4,1,0
37.9742,14,13,51.8062,4,4,1,4,4,1,1
37.9742,15,13,55.5066,3,3,1,3,3,1,1
38.0537,12,12,43.0195,4,4,1,4,4,1,0
38.0537,17,12,60.9444,4,4,1,11,12,3,0
4.75489,4,4,8.0,2,2,0,2,2,0,0
4.75489,4,4,8.0,2,2,0,2,2,0,0
4.75489,4,4,8.0,2,3,0,2,3,0,1
40.0537,14,13,51.8062,4,4,1,8,8,2,1
40.0537,15,13,55.5066,4,4,1,4,4,1,0
40.139,14,14,53.303,4,4,1,4,4,1,0
41.2193,14,14,53.303,4,4,1,4,4,1,1
41.2193,15,14,57.1103,4,4,1,4,4,1,0
41.2193,19,14,72.3397,5,5,1,5,5,1,0
42.8086,15,14,57.1103,3,3,1,3,3,1,0
42.8086,16,14,60.9177,5,5,2,5,5,2,0
42.8086,17,14,64.725,5,5,3,5,5,3,0
44.8289,20,15,78.1378,4,4,2,4,4,2,1
45.0195,18,14,68.5324,5,5,2,5,5,2,1
45.0195,14,14,53.303,4,4,1,4,4,1,0
45.0195,14,14,53.303,4,4,1,4,4,1,0
45.0195,14,14,53.303,4,4,1,4,4,1,0
45.0195,16,14,60.9177,3,3,1,3,3,1,0
45.0195,17,14,64.725,4,4,1,4,4,1,0
45.0195,18,14,68.5324,4,4,1,12,13,4,1
45.0195,17,14,64.725,5,5,2,5,5,2,0
46.0537,17,15,66.4171,5,5,2,5,5,2,0
46.0537,18,15,70.324,5,5,1,14,15,4,1
46.0537,17,15,66.4171,6,6,2,6,6,2,0
46.0537,17,15,66.4171,6,6,2,6,6,2,0
46.0537,17,15,66.4171,4,4,2,4,4,2,1
46.0537,18,15,70.324,3,3,1,3,3,1,1
47.7744,15,15,58.6034,4,4,1,4,4,1,0
47.7744,16,15,62.5103,5,5,1,8,8,2,0
47.7744,17,15,66.4171,5,5,1,5,5,1,0
48.1057,18,14,68.5324,5,5,1,5,5,1,1
48.7291,17,16,68.0,3,3,1,3,3,1,0
49.6634,21,16,84.0,6,6,2,6,6,2,0
49.6634,24,16,96.0,5,5,2,5,5,2,0
50.1057,16,15,62.5103,3,3,1,3,3,1,0
50.1057,17,15,66.4171,4,4,1,4,4,1,0
50.1057,19,15,74.2309,4,4,1,4,4,1,0
50.1057,18,15,70.324,5,5,2,5,5,2,1
51.0195,18,16,72.0,5,5,2,5,5,2,0
51.0195,18,16,72.0,4,4,1,4,4,1,0
51.0195,22,16,88.0,3,3,1,3,3,1,1
52.8606,21,16,84.0,3,3,1,3,3,1,0
54.6292,19,17,77.6618,4,4,1,4,4,1,0
54.6292,19,17,77.6618,4,4,1,4,4,1,0
54.6292,20,17,81.7493,4,4,1,4,4,1,0
54.6292,20,17,81.7493,4,4,1,4,4,1,0
54.6292,24,17,98.0991,5,5,3,5,5,3,1
55.303,26,16,104.0,7,8,4,7,8,4,1
55.303,22,16,88.0,5,5,1,5,5,1,1
56.1057,22,17,89.9242,3,3,1,3,3,1,1
57.7052,22,18,91.7384,5,5,2,5,5,2,1
58.0579,26,17,106.274,7,7,3,7,7,3,0
58.0579,19,17,77.6618,7,7,1,7,7,1,0
58.5293,30,18,125.098,6,6,4,6,6,4,0
59.7154,26,18,108.418,8,8,4,8,8,4,1
60.6034,22,17,89.9242,5,5,2,5,5,2,1
60.6034,30,17,122.624,8,9,5,8,9,5,0
61.303,22,18,91.7384,5,5,1,5,5,1,0
62.671,35,19,148.677,8,8,4,8,8,4,0
63.3582,25,18,104.248,4,4,1,4,4,1,0
63.3582,26,18,108.418,4,4,1,4,4,1,1
64.9126,23,19,97.7023,6,6,1,6,6,1,1
64.9126,23,19,97.7023,5,5,1,5,5,1,0
64.9126,28,19,118.942,7,7,2,7,7,2,0
64.9126,28,19,118.942,4,4,1,4,4,1,0
66.6034,37,19,157.173,7,7,3,7,7,3,1
66.6034,28,19,118.942,7,7,3,7,7,3,0
66.6034,24,19,101.95,5,5,2,5,5,2,0
67.0195,29,20,125.336,8,9,5,8,9,5,1
68.7549,37,19,157.173,8,10,5,8,10,5,1
68.7549,38,19,161.421,8,10,5,8,10,5,1
70.213,29,20,125.336,6,6,3,6,6,3,0
74.2418,24,20,103.726,5,5,1,9,9,2,1
74.2418,27,20,116.692,6,6,2,12,12,4,0
74.2418,33,20,142.624,6,6,4,6,6,4,1
74.2418,43,20,185.843,9,11,6,9,11,6,1
75.6096,29,21,127.377,4,4,2,4,4,2,1
75.6096,39,21,171.3,7,7,4,7,7,4,0
76.2388,33,22,147.161,9,10,6,9,10,6,0
77.4869,30,21,131.77,12,12,6,12,12,6,0
77.4869,28,21,122.985,7,8,5,7,8,5,1
77.4869,29,21,127.377,5,5,2,5,5,2,0
8.0,5,5,11.6096,2,3,0,2,3,0,0
8.0,5,5,11.6096,2,3,0,2,3,0,0
81.0965,33,22,147.161,5,5,1,5,5,1,0
82.7106,28,21,122.985,6,6,1,6,6,1,1
83.0587,42,22,187.296,9,9,5,9,9,5,0
84.9966,34,23,153.801,5,5,1,5,5,1,0
85.4655,39,22,173.918,8,8,3,11,11,4,0
88.7106,35,23,158.325,6,6,3,6,6,3,0
89.1384,33,24,151.304,11,11,5,11,11,5,1
90.5684,29,24,132.964,9,10,3,9,10,3,1
90.5684,30,24,137.549,6,7,2,6,7,2,0
90.5684,30,24,137.549,6,7,2,6,7,2,0
90.5684,32,24,146.719,10,10,6,10,10,6,0
91.1935,29,23,131.183,6,6,1,37,42,10,1
91.1935,38,23,171.895,7,7,3,7,7,3,0
92.3203,36,24,165.059,7,8,3,7,8,3,1
94.4386,43,24,197.153,9,11,5,9,11,5,0
94.7101,53,25,246.124,8,8,6,8,8,6,1
96.2204,34,25,157.891,8,9,3,8,9,3,1
96.9936,37,24,169.644,8,10,4,8,10,4,0
41.2193,17,14,64.725,5,5,1,18,18,8,0
148.033,49,34,249.286,10,10,2,10,10,2,1
148.033,49,34,249.286,10,10,2,10,10,2,1
148.033,49,34,249.286,10,10,2,10,10,2,1
140.096,55,33,277.442,8,10,5,8,10,5,0
140.096,55,33,277.442,8,10,5,8,10,5,1
140.096,55,33,277.442,8,10,5,8,10,5,1
140.096,55,33,277.442,8,10,5,8,10,5,1
140.096,55,33,277.442,8,10,5,8,10,5,1
86.5222,42,24,192.568,12,13,3,12,13,3,0
41.2193,16,14,60.9177,4,4,1,4,4,1,0
35.6096,21,13,77.7092,5,5,3,5,5,3,0
111.89,43,28,206.716,10,12,5,10,12,5,0
117.759,42,29,204.035,12,12,6,12,12,6,0
77.4869,36,21,158.123,13,13,7,13,13,7,0
