HCPL,HPL,HPV,HVOL,LLOC,LOC,NOS,TLLOC,TLOC,TNOS,Number of Bugs
264.573,158,55,913.455,33,52,18,33,52,18,0
280.132,209,57,1219.07,38,78,21,38,78,21,0
283.013,119,58,697.1,25,26,14,25,26,14,1
293.518,126,58,738.106,18,20,14,18,20,14,0
294.606,171,60,1010.08,29,35,15,29,35,15,0
296.156,164,60,968.73,42,53,19,42,53,19,0
30.5293,13,11,44.9726,3,4,1,3,4,1,0
31.0195,15,12,53.7744,4,4,1,4,4,1,1
33.2842,13,12,46.6045,4,4,1,4,4,1,0
33.2842,13,12,46.6045,6,6,2,6,6,2,0
35.2193,13,12,46.6045,4,4,1,4,4,1,1
35.6096,23,13,85.1101,5,5,3,5,5,3,1
354.266,213,69,1301.12,42,74,25,42,74,25,1
36.5293,16,13,59.207,3,3,1,3,3,1,0
36.5293,17,13,62.9075,5,5,1,5,5,1,1
36.5293,17,13,62.9075,5,5,1,5,5,1,1
36.5293,17,13,62.9075,3,3,1,3,3,1,0
366.866,203,71,1248.4,24,26,18,24,26,18,0
37.9742,15,13,55.5066,3,4,0,3,4,0,0
371.105,195,71,1199.2,34,47,27,34,47,27,0
378.867,175,73,1083.22,43,56,20,43,56,20,0
380.057,173,73,1070.84,33,40,24,33,40,24,0
386.909,219,74,1359.87,41,59,35,41,59,35,0
39.303,20,14,76.1471,7,7,1,7,7,1,0
39.5098,20,14,76.1471,5,5,2,5,5,2,0
392.171,181,75,1127.42,43,54,21,43,54,21,1
392.942,180,75,1121.19,34,41,25,34,41,25,1
398.289,217,75,1351.65,43,52,30,43,52,30,1
4.75489,4,4,8.0,2,2,0,2,2,0,0
40.0537,25,13,92.511,4,4,1,21,21,13,0
40.139,16,14,60.9177,4,4,1,4,4,1,0
400.215,212,76,1324.56,35,39,25,35,39,25,0
400.714,235,76,1468.26,43,47,27,43,47,27,0
405.39,222,76,1387.04,43,52,31,43,52,31,1
405.39,222,76,1387.04,43,52,31,43,52,31,1
412.519,235,77,1472.69,46,56,31,46,56,31,1
413.598,231,78,1451.93,45,64,38,45,64,38,0
420.549,241,79,1519.21,47,68,40,47,68,40,0
429.4,250,80,1580.48,32,38,29,32,38,29,1
43.6515,28,15,109.393,5,5,3,5,5,3,0
434.543,234,81,1483.52,42,53,24,42,53,24,1
44.0391,30,15,117.207,4,4,2,4,4,2,0
44.0391,26,15,101.579,4,4,2,4,4,2,0
44.8289,23,15,89.8585,6,6,2,6,6,2,0
44.8289,24,15,93.7654,7,7,4,7,7,4,0
443.805,213,81,1350.39,38,50,26,38,50,26,1
46.0537,17,15,66.4171,3,3,1,3,3,1,0
46.0537,19,15,74.2309,4,4,1,4,4,1,0
46.0537,23,15,89.8585,7,9,3,7,9,3,0
466.793,239,86,1535.88,38,42,28,38,42,28,1
482.795,219,87,1411.0,38,48,25,38,48,25,1
489.019,218,88,1408.16,38,50,25,38,50,25,1
49.6634,28,16,112.0,5,5,1,5,5,1,0
500.656,278,90,1804.74,33,35,26,33,35,26,1
500.656,273,90,1772.28,33,36,26,33,36,26,1
501.217,251,91,1633.46,36,46,29,36,46,29,1
51.0195,28,16,112.0,6,7,3,6,7,3,0
51.0195,18,16,72.0,4,4,1,4,4,1,0
52.8708,28,17,114.449,3,3,1,3,3,1,0
529.205,274,95,1800.14,43,51,30,43,51,30,1
54.6292,34,17,138.974,7,8,4,7,8,4,0
57.7052,31,18,129.268,3,3,1,3,3,1,1
58.0579,21,17,85.8367,6,6,3,6,6,3,0
59.7154,31,18,129.268,5,5,3,5,5,3,0
598.351,314,104,2103.94,51,63,29,51,63,29,1
598.351,320,104,2144.14,53,65,29,53,65,29,0
62.671,46,19,195.405,9,10,6,9,10,6,0
64.9126,28,19,118.942,4,4,2,4,4,2,0
643.499,333,111,2262.54,45,58,37,45,58,37,1
667.494,313,114,2138.69,53,68,28,53,68,28,0
70.213,41,20,177.199,7,7,6,7,7,6,0
72.0,25,20,108.048,6,6,3,6,6,3,0
72.0,25,20,108.048,6,6,3,6,6,3,0
72.1057,42,21,184.477,8,8,6,8,8,6,1
75.6096,36,21,158.123,9,9,5,9,9,5,1
78.2548,31,22,138.242,6,6,2,6,6,2,0
79.8135,32,21,140.554,7,7,4,7,7,4,0
81.325,45,23,203.56,9,9,3,9,9,3,0
86.6683,35,23,158.325,7,7,4,7,7,4,0
88.7106,34,23,153.801,6,6,3,6,6,3,0
91.1253,33,25,153.247,7,7,2,7,7,2,0
92.3203,38,24,174.229,7,7,4,7,7,4,1
92.3203,38,24,174.229,7,7,4,7,7,4,1
92.3203,33,24,151.304,8,8,4,8,8,4,0
92.3203,39,24,178.814,8,11,3,8,11,3,0
93.4869,38,25,176.467,7,7,6,7,7,6,0
94.4386,33,24,151.304,9,9,3,9,9,3,0
94.7101,51,25,236.837,9,9,6,9,9,6,0
98.0482,36,25,167.179,7,7,4,7,7,4,1
98.0482,36,25,167.179,7,7,4,7,7,4,1
98.0482,38,25,176.467,5,5,3,5,5,3,0
98.0482,61,25,283.275,9,9,6,9,9,6,0
99.0587,44,26,206.819,10,10,6,10,10,6,0
99.0587,52,26,244.423,12,12,8,12,12,8,1
448.571,265,82,1684.75,37,47,28,37,47,28,1
279.188,149,57,869.101,37,47,15,37,47,15,1
439.315,217,80,1371.86,39,48,27,39,48,27,1
448.571,209,82,1328.73,36,45,22,36,45,22,1
454.686,209,83,1332.38,35,44,22,35,44,22,0
454.686,209,83,1332.38,35,44,22,35,44,22,0
254.584,132,53,756.086,33,41,14,33,41,14,0
341.259,193,67,1170.76,42,59,22,42,59,22,1
332.454,161,65,969.601,32,44,17,32,44,17,1
305.116,155,61,919.264,31,44,17,31,44,17,1
305.116,154,61,913.334,30,43,17,30,43,17,0
392.402,165,75,1027.76,25,32,18,25,32,18,0
399.185,167,76,1043.4,25,32,18,25,32,18,1
320.723,136,64,816.0,27,33,11,35,42,13,0
474.542,252,87,1623.62,58,71,29,65,78,32,0
524.633,261,94,1710.75,58,79,30,58,79,30,1
381.739,188,73,1163.69,32,42,17,40,50,19,0
466.659,249,86,1600.14,38,48,28,46,56,30,0
601.16,299,105,2007.56,48,65,36,56,73,38,1
78.2548,41,22,182.837,11,11,7,11,11,7,1
83.6515,42,23,189.99,11,11,7,11,11,7,1
83.6515,42,23,189.99,11,11,7,11,11,7,1
122.107,60,30,294.413,13,14,7,13,14,7,0
128.042,61,31,302.206,13,14,7,13,14,7,0
