HCPL,HPL,HPV,HVOL,LLOC,LOC,NOS,TLLOC,TLOC,TNOS,Number of Bugs
24.0,10,9,31.6992,3,3,1,3,3,1,0
24.4064,11,10,36.5412,3,3,1,3,3,1,0
24.4064,12,10,39.8631,3,3,1,3,3,1,1
24.4064,12,10,39.8631,3,3,1,3,3,1,0
250.117,123,52,701.154,19,22,13,19,22,13,1
255.604,128,53,733.174,22,24,19,28,30,22,0
26.0,10,10,33.2193,4,4,1,4,4,1,0
27.1194,12,11,41.5132,3,3,1,3,3,1,0
27.1194,14,11,48.432,3,3,1,3,3,1,1
275.589,142,57,828.27,33,33,20,33,33,20,1
28.7549,14,11,48.432,3,3,1,3,3,1,0
28.7549,14,11,48.432,3,3,1,3,3,1,1
28.7549,14,11,48.432,3,3,1,3,3,1,0
28.7549,14,11,48.432,4,4,1,4,4,1,1
285.86,192,58,1124.73,25,29,19,25,29,19,0
31.2611,14,12,50.1895,3,3,1,3,3,1,1
31.2611,14,12,50.1895,3,3,1,3,3,1,0
319.669,157,62,934.809,26,29,24,26,29,24,1
32.0,14,12,50.1895,4,4,1,4,4,1,1
33.2842,12,12,43.0195,4,4,1,4,4,1,0
33.2842,13,12,46.6045,4,4,1,4,4,1,0
336.516,195,66,1178.66,25,32,21,25,32,21,1
35.2193,12,12,43.0195,4,4,1,4,4,1,1
35.6096,18,13,66.6079,3,3,1,3,3,1,1
35.6096,16,13,59.207,3,3,1,3,3,1,1
35.6096,16,13,59.207,3,3,1,3,3,1,1
356.311,164,69,1001.8,27,32,19,27,32,19,1
356.311,174,69,1062.88,27,32,19,27,32,19,0
362.426,181,70,1109.4,34,38,23,34,38,23,0
37.9742,14,13,51.8062,4,4,1,4,4,1,0
37.9742,16,13,59.207,4,4,2,4,4,2,0
37.9742,18,13,66.6079,6,6,3,6,6,3,1
375.515,187,72,1153.78,34,38,23,34,38,23,1
376.295,189,72,1166.12,34,38,23,34,38,23,1
376.295,189,72,1166.12,34,38,23,34,38,23,1
38.0537,15,12,53.7744,4,4,1,14,14,7,1
39.5098,17,14,64.725,3,3,1,3,3,1,0
395.672,160,75,996.611,24,27,19,24,27,19,1
40.0537,13,13,48.1057,4,4,1,4,4,1,0
40.139,23,14,87.5692,8,8,4,8,8,4,1
41.2193,18,14,68.5324,6,6,3,6,6,3,1
41.2193,18,14,68.5324,6,6,3,6,6,3,1
42.8086,15,14,57.1103,4,4,1,8,8,2,1
42.8086,17,14,64.725,5,5,2,14,14,6,0
42.8086,18,14,68.5324,4,4,2,4,4,2,1
43.6515,27,15,105.486,5,5,3,5,5,3,0
43.6515,32,15,125.021,11,11,6,11,11,6,0
44.8289,18,15,70.324,3,3,1,3,3,1,0
48.1808,33,16,132.0,11,11,6,11,11,6,1
48.7291,17,16,68.0,3,3,1,3,3,1,0
48.7291,20,16,80.0,4,4,2,4,4,2,0
49.6634,20,16,80.0,3,3,1,3,3,1,0
49.6634,21,16,84.0,5,5,3,5,5,3,1
50.1057,18,15,70.324,4,4,1,4,4,1,0
50.1057,20,15,78.1378,4,4,1,4,4,1,0
52.5293,36,17,147.149,6,6,4,6,6,4,1
56.1057,23,17,94.0117,4,4,2,4,4,2,1
58.5293,23,18,95.9083,5,5,3,5,5,3,1
6.75489,5,5,11.6096,3,3,1,3,3,1,0
6.75489,5,5,11.6096,3,3,1,3,3,1,0
61.7486,32,19,135.934,10,11,6,10,11,6,1
62.671,26,19,110.446,9,9,6,9,9,6,0
63.6155,24,19,101.95,6,6,3,6,6,3,1
66.0,22,18,91.7384,6,6,2,6,6,2,0
66.6034,21,19,89.2065,3,3,1,3,3,1,0
66.6034,23,19,97.7023,3,3,1,3,3,1,1
67.0195,40,20,172.877,10,11,6,10,11,6,0
68.7549,22,19,93.4544,6,6,2,10,10,3,0
68.8127,28,20,121.014,6,6,4,6,6,4,0
70.213,27,20,116.692,8,8,4,8,8,4,0
71.273,46,21,202.047,8,8,6,8,8,6,1
72.0,33,20,142.624,9,9,5,9,9,5,0
74.1131,30,21,131.77,4,4,2,4,4,2,0
77.4869,36,21,158.123,10,10,4,10,10,4,1
77.4869,25,21,109.808,6,6,2,18,18,9,1
79.5098,31,22,138.242,8,8,4,8,8,4,1
79.5098,41,22,182.837,12,12,7,12,12,7,1
79.5098,48,22,214.053,9,9,7,9,9,7,0
86.6683,41,23,185.466,7,7,5,7,7,5,1
88.0,42,24,192.568,9,9,6,9,9,6,1
90.5684,39,24,178.814,10,10,5,10,10,5,1
92.5293,38,25,176.467,7,7,3,7,7,3,0
93.4869,44,25,204.33,9,9,6,9,9,6,0
93.4869,48,25,222.905,10,10,6,10,10,6,1
94.7101,39,25,181.11,9,9,5,9,9,5,0
94.7101,54,25,250.768,7,9,7,7,9,7,0
96.2204,38,25,176.467,8,8,4,8,8,4,1
99.0587,45,26,211.52,10,10,6,10,10,6,1
307.207,156,62,928.855,35,35,21,35,35,21,1
184.0,92,40,489.617,19,22,8,23,26,9,0
211.207,91,46,502.644,14,14,11,14,14,11,0
211.207,91,46,502.644,14,14,11,14,14,11,0
